title,medium,faculty,category,topic,year,genres,keywords,directorCreator,country,description,metadataSource,metadataStatus,seasons,runYears,network,MediaType
The Wire,Television,Michelle Glasby-Millington,Important or Influential,,2002,Crime; Drama,Crime; Drama; HBO,David Simon,,,https://www.wikidata.org/w/index.php?search=The%20Wire,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,2002-2008,HBO,TV Series
The Wire,Television,Mark Kerins,Important or Influential,,2002,Crime; Drama,Crime; Drama; HBO,David Simon,,,https://www.wikidata.org/w/index.php?search=The%20Wire,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,2002-2008,HBO,TV Series
The X-Files,Television,Mark Kerins,Personal Top 10,,1993,Science fiction; Drama; Mystery; Horror,Science fiction; Drama; Mystery; Horror; Fox,Chris Carter,,,https://www.wikidata.org/w/index.php?search=The%20X-Files,TV metadata baseline added; verify ongoing-series season counts as of 2026,11,1993-2002; 2016-2018,Fox,TV Series
Transparent,Television,Jennifer Prediger,Important or Influential,,2014,Comedy drama,Comedy drama; Amazon Prime Video,Joey Soloway,,,https://www.wikidata.org/w/index.php?search=Transparent,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,2014-2019,Amazon Prime Video,TV Series
Twilight Zone,Television,Sean Griffin,Personal Top 10,,1959,Science fiction; Fantasy; Horror; Anthology,Science fiction; Fantasy; Horror; Anthology; CBS,Rod Serling,,,https://www.wikidata.org/w/index.php?search=Twilight%20Zone,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1959-1964,CBS,TV Series
Twilight Zone,Television,Rick Worland,Personal Top 10,,1959,Science fiction; Fantasy; Horror; Anthology,Science fiction; Fantasy; Horror; Anthology; CBS,Rod Serling,,,https://www.wikidata.org/w/index.php?search=Twilight%20Zone,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1959-1964,CBS,TV Series
Twilight Zone,Television,Rick Worland,Inspired my work,,1959,Science fiction; Fantasy; Horror; Anthology,Science fiction; Fantasy; Horror; Anthology; CBS,Rod Serling,,,https://www.wikidata.org/w/index.php?search=Twilight%20Zone,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1959-1964,CBS,TV Series
Twilight Zone,Television,Rick Worland,Important or Influential,,1959,Science fiction; Fantasy; Horror; Anthology,Science fiction; Fantasy; Horror; Anthology; CBS,Rod Serling,,,https://www.wikidata.org/w/index.php?search=Twilight%20Zone,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1959-1964,CBS,TV Series
Twilight Zone,Television,Mark Kerins,Inspired my work,,1959,Science fiction; Fantasy; Horror; Anthology,Science fiction; Fantasy; Horror; Anthology; CBS,Rod Serling,,,https://www.wikidata.org/w/index.php?search=Twilight%20Zone,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1959-1964,CBS,TV Series
Twilight Zone,Television,Mark Kerins,Important or Influential,,1959,Science fiction; Fantasy; Horror; Anthology,Science fiction; Fantasy; Horror; Anthology; CBS,Rod Serling,,,https://www.wikidata.org/w/index.php?search=Twilight%20Zone,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1959-1964,CBS,TV Series
Twin Peaks,Television,Sean Griffin,Important or Influential,,1990,Drama; Mystery; Crime; Surrealism,Drama; Mystery; Crime; Surrealism; ABC; Showtime,David Lynch; Mark Frost,,,https://www.wikidata.org/w/index.php?search=Twin%20Peaks,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,1990-1991; 2017,ABC; Showtime,TV Series
Twin Peaks,Television,Jennifer Prediger,Personal Top 10,,1990,Drama; Mystery; Crime; Surrealism,Drama; Mystery; Crime; Surrealism; ABC; Showtime,David Lynch; Mark Frost,,,https://www.wikidata.org/w/index.php?search=Twin%20Peaks,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,1990-1991; 2017,ABC; Showtime,TV Series
Veep,Television,Michelle Glasby-Millington,Personal Top 10,,2012,Comedy; Political satire,Comedy; Political satire; HBO,Armando Iannucci,,,https://www.wikidata.org/w/index.php?search=Veep,TV metadata baseline added; verify ongoing-series season counts as of 2026,7,2012-2019,HBO,TV Series
Veep,Television,Michelle Glasby-Millington,Important or Influential,,2012,Comedy; Political satire,Comedy; Political satire; HBO,Armando Iannucci,,,https://www.wikidata.org/w/index.php?search=Veep,TV metadata baseline added; verify ongoing-series season counts as of 2026,7,2012-2019,HBO,TV Series
What's Happening,Television,Rick Worland,Important or Influential,,1976,Comedy; Sitcom,Comedy; Sitcom; ABC,Eric Monte,,,https://www.wikidata.org/w/index.php?search=What%27s%20Happening,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,1976-1979,ABC,TV Series
When They See Us,Television,Michelle Glasby-Millington,Important or Influential,,2019,Drama; Miniseries,Drama; Miniseries; Netflix,Ava DuVernay,,,https://www.wikidata.org/w/index.php?search=When%20They%20See%20Us,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2019,Netflix,TV Miniseries
Score (documentary),Film,David Sedman,Specific topic,music's impact,,Documentary; Music,music's impact; Documentary; Music,Matt Schrader,,,https://www.wikidata.org/w/index.php?search=Score%20%28documentary%29,Director/creator baseline added,,,,Documentary Film
Wall-E,Film,David Sedman,Specific topic,sound design,2008,Animation; Science fiction; Adventure,sound design; Animation; Science fiction; Adventure,Andrew Stanton,,,https://www.wikidata.org/w/index.php?search=Wall-E,Director/creator baseline added,,,,Animated Film
Saving Private Ryan,Film,David Sedman,Specific topic,sound design,1998,War; Drama,sound design; War; Drama,Steven Spielberg,,,https://www.wikidata.org/w/index.php?search=Saving%20Private%20Ryan,Director/creator baseline added,,,,Film
Elvis,Film,David Sedman,Specific topic,cinematography,2022,Biography; Music; Drama,cinematography; Biography; Music; Drama,Baz Luhrmann,,,https://www.wikidata.org/w/index.php?search=Elvis,Director/creator baseline added,,,,Film
The Player,Film,David Sedman,Specific topic,opening shot - long sequence shot,1992,Satire; Comedy drama; Filmmaking,opening shot - long sequence shot; Satire; Comedy drama; Filmmaking,Robert Altman,,,https://www.wikidata.org/w/index.php?search=The%20Player,Director/creator baseline added,,,,Film
Goodfellas,Film,David Sedman,Specific topic,editing,1990,Crime; Drama; Biography,editing; Crime; Drama; Biography,Martin Scorsese,,,https://www.wikidata.org/w/index.php?search=Goodfellas,Director/creator baseline added,,,,Film
Head,Film,David Sedman,Specific topic,nonlinear storytelling,1968,Comedy; Musical; Experimental,nonlinear storytelling; Comedy; Musical; Experimental,Bob Rafelson,,,https://www.wikidata.org/w/index.php?search=Head,Director/creator baseline added,,,,Film
The Adventures of Prince Achmed,Film,David Sedman,Specific topic,Lottee Reiniger's silhouette animation,1926,Animation; Fantasy; Adventure; Silent,Lottee Reiniger's silhouette animation; Animation; Fantasy; Adventure; Silent,Lotte Reiniger,,,https://www.wikidata.org/w/index.php?search=The%20Adventures%20of%20Prince%20Achmed,Director/creator baseline added,,,,Animated Film
Isle of Dogs,Film,David Sedman,Specific topic,stop motion,2018,Animation; Adventure; Comedy; Stop motion,stop motion; Animation; Adventure; Comedy; Stop motion,Wes Anderson,,,https://www.wikidata.org/w/index.php?search=Isle%20of%20Dogs,Director/creator baseline added,,,,Animated Film
I Love Lucy,Television,David Sedman,Specific topic,candy making or wine making,1951,Comedy; Sitcom; Slapstick,candy making or wine making; Comedy; Sitcom; Slapstick,Jess Oppenheimer; Madelyn Pugh; Bob Carroll Jr.,,,https://www.televisionacademy.com/shows/i-love-lucy,Genre/year baseline added,6,,,TV Series
Ernie Kovacs Show,Television,David Sedman,Specific topic,Kitchen Symphony,,,Kitchen Symphony,,,,,Needs title disambiguation or verification,,,,TV Series
True Detective,Television,David Sedman,Specific topic,cinematography,,,cinematography,,,,,Needs title disambiguation or verification,,,,TV Series
Severance,Television,David Sedman,Specific topic,production design,,,production design,,,,,Needs title disambiguation or verification,,,,TV Series
Twin Peaks,Television,David Sedman,Specific topic,direction,1990,Drama; Mystery; Crime; Surrealism,direction; Drama; Mystery; Crime; Surrealism,David Lynch; Mark Frost,,,https://en.wikipedia.org/wiki/Twin_Peaks,Genre/year baseline added,3,,,TV Series
Searching for Sugarman,Film,David Sedman,Specific topic,a director who knows how to edit their own footage,2012,Documentary; Music; Biography,a director who knows how to edit their own footage; Documentary; Music; Biography,Malik Bendjelloul,,,https://www.wikidata.org/w/index.php?search=Searching%20for%20Sugarman,Director/creator baseline added,,,,Documentary Film
They Shall Not Grow Old,Film,David Sedman,Specific topic,film restoration,2018,Documentary; War; Restoration,film restoration; Documentary; War; Restoration,Peter Jackson,,,https://www.wikidata.org/w/index.php?search=They%20Shall%20Not%20Grow%20Old,Director/creator baseline added,,,,Documentary Film
Lovecraft Country,Television,Michelle Glasby-Millington,Specific topic,storytelling,2020,Drama; Horror; Fantasy,storytelling; Drama; Horror; Fantasy,Misha Green,,,https://en.wikipedia.org/wiki/Lovecraft_Country_(TV_series),Genre/year baseline added,1,,,TV Series
The Wire,Television,Michelle Glasby-Millington,Specific topic,character development / writing,2002,Crime; Drama,character development / writing; Crime; Drama,David Simon,,,https://en.wikipedia.org/wiki/The_Wire,Genre/year baseline added,5,,,TV Series
Succession,Television,Michelle Glasby-Millington,Specific topic,writing,2018,Drama; Black comedy; Satire,writing; Drama; Black comedy; Satire,Jesse Armstrong,,,https://en.wikipedia.org/wiki/Succession_(TV_series),Genre/year baseline added,4,,,TV Series
Veep,Television,Michelle Glasby-Millington,Specific topic,best in its genre,2012,Comedy; Sitcom; Political satire,best in its genre; Comedy; Sitcom; Political satire,Armando Iannucci,,,https://en.wikipedia.org/wiki/Veep,Genre/year baseline added,7,,,TV Series
Atlanta,Television,Michelle Glasby-Millington,Specific topic,storytelling / Afrosurrealism,2016,Comedy; Drama; Surrealism,storytelling / Afrosurrealism; Comedy; Drama; Surrealism,Donald Glover,,,https://en.wikipedia.org/wiki/Atlanta_(TV_series),Genre/year baseline added,4,,,TV Series
Timbuktu,Film,Michelle Glasby-Millington,Specific topic,storytelling / cinematography,2014,Drama,storytelling / cinematography; Drama,Abderrahmane Sissako,,,https://www.wikidata.org/w/index.php?search=Timbuktu,Director/creator baseline added,,,,Film
Mami Wawa,Film,Michelle Glasby-Millington,Specific topic,unique cinematography,,Drama,unique cinematography; Drama,C.J. Obasi,,,https://www.wikidata.org/w/index.php?search=Mami%20Wawa,Director/creator baseline added,,,,Film
In the Mood for Love,Film,Michelle Glasby-Millington,Specific topic,production design / cinematography,2000,Romance; Drama,production design / cinematography; Romance; Drama,Wong Kar-wai,,,https://www.wikidata.org/w/index.php?search=In%20the%20Mood%20for%20Love,Director/creator baseline added,,,,Film
Parasite,Film,Michelle Glasby-Millington,Specific topic,best in its genre,2019,Thriller; Black comedy; Drama,best in its genre; Thriller; Black comedy; Drama,Bong Joon Ho,,,https://www.wikidata.org/w/index.php?search=Parasite,Director/creator baseline added,,,,Film
Moonlight,Film,Michelle Glasby-Millington,Specific topic,writing / production design / cinematography,2016,Drama; Coming-of-age,writing / production design / cinematography; Drama; Coming-of-age,Barry Jenkins,,,https://www.wikidata.org/w/index.php?search=Moonlight,Director/creator baseline added,,,,Film
The French Connection,Film,Rick Worland,Specific topic,editing / cinematography,1971,Crime; Thriller; Action,editing / cinematography; Crime; Thriller; Action,William Friedkin,,,https://www.wikidata.org/w/index.php?search=The%20French%20Connection,Director/creator baseline added,,,,Film
The Conversation,Film,Rick Worland,Specific topic,sound design,1974,Thriller; Mystery; Drama,sound design; Thriller; Mystery; Drama,Francis Ford Coppola,,,https://www.wikidata.org/w/index.php?search=The%20Conversation,Director/creator baseline added,,,,Film
Night Moves,Film,Rick Worland,Specific topic,writing / acting performances,1975,Mystery; Neo-noir; Thriller,writing / acting performances; Mystery; Neo-noir; Thriller,Arthur Penn,,,https://www.wikidata.org/w/index.php?search=Night%20Moves,Director/creator baseline added,,,,Film
The Texas Chainsaw Massacre (1974),Film,Rick Worland,Specific topic,direction / mise-en-scene / genre revision,1974,Horror; Slasher,direction / mise-en-scene / genre revision; Horror; Slasher,Tobe Hooper,,,https://www.wikidata.org/w/index.php?search=The%20Texas%20Chainsaw%20Massacre%20%281974%29,Director/creator baseline added,,,,Film
The Conformist,Film,Rick Worland,Specific topic,cinematography / narrative construction,1970,Drama; Political; Historical,cinematography / narrative construction; Drama; Political; Historical,Bernardo Bertolucci,,,https://www.wikidata.org/w/index.php?search=The%20Conformist,Director/creator baseline added,,,,Film
Blow Up (1967),Film,Rick Worland,Specific topic,mise-en-scene / creation of mood / non-classical narrative structure,1966,Mystery; Drama; Art film,mise-en-scene / creation of mood / non-classical narrative structure; Mystery; Drama; Art film,Michelangelo Antonioni,,,https://www.wikidata.org/w/index.php?search=Blow%20Up%20%281967%29,Director/creator baseline added,,,,Film
Weekend,Film,Rick Worland,Specific topic,"avant-garde feature challenges audience expectations of a ""movie""",1967,Black comedy; Satire; French New Wave,"avant-garde feature challenges audience expectations of a ""movie""; Black comedy; Satire; French New Wave",Jean-Luc Godard,,,https://www.wikidata.org/w/index.php?search=Weekend,Director/creator baseline added,,,,Film
A Fistful of Dollars,Film,Rick Worland,Specific topic,mise-en-scene / music / genre revision,1964,Western; Action,mise-en-scene / music / genre revision; Western; Action,Sergio Leone,,,https://www.wikidata.org/w/index.php?search=A%20Fistful%20of%20Dollars,Director/creator baseline added,,,,Film
Written on the Wind,Film,Rick Worland,Specific topic,mise-en-scene,1956,Melodrama; Drama,mise-en-scene; Melodrama; Drama,Douglas Sirk,,,https://www.wikidata.org/w/index.php?search=Written%20on%20the%20Wind,Director/creator baseline added,,,,Film
Rear Window,Film,Rick Worland,Specific topic,construction of suspense,1954,Mystery; Thriller,construction of suspense; Mystery; Thriller,Alfred Hitchcock,,,https://www.wikidata.org/w/index.php?search=Rear%20Window,Director/creator baseline added,,,,Film
The Wild Bunch,Film,Rick Worland,Specific topic,writing / direction / acting performances / editing,1969,Western; Action,writing / direction / acting performances / editing; Western; Action,Sam Peckinpah,,,https://www.wikidata.org/w/index.php?search=The%20Wild%20Bunch,Director/creator baseline added,,,,Film
Alien,Film,Rick Worland,Specific topic,set design / writing / building suspense / genre bending,1979,Science fiction; Horror,set design / writing / building suspense / genre bending; Science fiction; Horror,Ridley Scott,,,https://www.wikidata.org/w/index.php?search=Alien,Director/creator baseline added,,,,Film
My Darling Clementine,Film,Rick Worland,Specific topic,cinematography / mise-en-scene / writing / performances / classic genre example,1946,Western; Drama,cinematography / mise-en-scene / writing / performances / classic genre example; Western; Drama,John Ford,,,https://www.wikidata.org/w/index.php?search=My%20Darling%20Clementine,Director/creator baseline added,,,,Film
Le Bonheur,Film,Rick Worland,Specific topic,narrative structure / manipulation of tone,1965,Drama; Romance,narrative structure / manipulation of tone; Drama; Romance,Agnès Varda,,,https://www.wikidata.org/w/index.php?search=Le%20Bonheur,Director/creator baseline added,,,,Film
Suspiria,Film,Rick Worland,Specific topic,cinematography / mise-en-scene (color!) / building a horror mood,1977,Horror; Supernatural,cinematography / mise-en-scene (color!) / building a horror mood; Horror; Supernatural,Dario Argento,,,https://www.wikidata.org/w/index.php?search=Suspiria,Director/creator baseline added,,,,Film
Do the Right Thing,Film,Rick Worland,Specific topic,writing / use of ensemble cast / performances / music and sound,1989,Comedy drama; Social drama,writing / use of ensemble cast / performances / music and sound; Comedy drama; Social drama,Spike Lee,,,https://www.wikidata.org/w/index.php?search=Do%20the%20Right%20Thing,Director/creator baseline added,,,,Film
Playtime,Film,Rick Worland,Specific topic,mise-en-scene / narrative construction,1967,Comedy; Satire,mise-en-scene / narrative construction; Comedy; Satire,Jacques Tati,,,https://www.wikidata.org/w/index.php?search=Playtime,Director/creator baseline added,,,,Film
The Babadook,Film,Rick Worland,Specific topic,mise-en-scene / creation of foreboding mood / inventive on low budget,2014,Horror; Psychological drama,mise-en-scene / creation of foreboding mood / inventive on low budget; Horror; Psychological drama,Jennifer Kent,,,https://www.wikidata.org/w/index.php?search=The%20Babadook,Director/creator baseline added,,,,Film
Requiem for a Dream,Film,Mark Kerins,Specific topic,editing / cinematography / sound / in-your-face style,2000,Psychological drama,editing / cinematography / sound / in-your-face style; Psychological drama,Darren Aronofsky,,,https://www.wikidata.org/w/index.php?search=Requiem%20for%20a%20Dream,Director/creator baseline added,,,,Film
Saving Private Ryan,Film,Mark Kerins,Specific topic,sound design / surround use,1998,War; Drama,sound design / surround use; War; Drama,Steven Spielberg,,,https://www.wikidata.org/w/index.php?search=Saving%20Private%20Ryan,Director/creator baseline added,,,,Film
Moulin Rouge!,Film,Mark Kerins,Specific topic,in-your-face style over story,2001,Musical; Romance; Drama,in-your-face style over story; Musical; Romance; Drama,Baz Luhrmann,,,https://www.wikidata.org/w/index.php?search=Moulin%20Rouge%21,Director/creator baseline added,,,,Film
Terminator 2: Judgment Day,Film,Mark Kerins,Specific topic,stunts / VFX / best in its genre,1991,Science fiction; Action; Thriller,stunts / VFX / best in its genre; Science fiction; Action; Thriller,James Cameron,,,https://www.wikidata.org/w/index.php?search=Terminator%202%3A%20Judgment%20Day,Director/creator baseline added,,,,Film
Wall-E,Film,Mark Kerins,Specific topic,storytelling through sound,2008,Animation; Science fiction; Adventure,storytelling through sound; Animation; Science fiction; Adventure,Andrew Stanton,,,https://www.wikidata.org/w/index.php?search=Wall-E,Director/creator baseline added,,,,Animated Film
The Novice,Film,Mark Kerins,Specific topic,made by SMU alum / sound design / mood,2021,Drama; Sports; Thriller,made by SMU alum / sound design / mood; Drama; Sports; Thriller,Lauren Hadaway,,,https://www.wikidata.org/w/index.php?search=The%20Novice,Director/creator baseline added,,,,Film
Timecode,Film,Mark Kerins,Specific topic,unique single-take multicam film,2000,Drama; Experimental,unique single-take multicam film; Drama; Experimental,Mike Figgis,,,https://www.wikidata.org/w/index.php?search=Timecode,Director/creator baseline added,,,,Film
Blade Runner 2049,Film,Mark Kerins,Specific topic,cinematography / sound design,2017,Science fiction; Neo-noir,cinematography / sound design; Science fiction; Neo-noir,Denis Villeneuve,,,https://www.wikidata.org/w/index.php?search=Blade%20Runner%202049,Director/creator baseline added,,,,Film
Mad Max: Fury Road,Film,Mark Kerins,Specific topic,stunts / color grading,2015,Action; Science fiction,stunts / color grading; Action; Science fiction,George Miller,,,https://www.wikidata.org/w/index.php?search=Mad%20Max%3A%20Fury%20Road,Director/creator baseline added,,,,Film
Robot Chicken,Television,Mark Kerins,Specific topic,very short form storytelling (some skits under 5 seconds),,,very short form storytelling (some skits under 5 seconds),,,,,Needs title disambiguation or verification,,,,TV Series
Jurassic Park,Film,Mark Kerins,Specific topic,VFX / surround sound,1993,Science fiction; Adventure; Thriller,VFX / surround sound; Science fiction; Adventure; Thriller,Steven Spielberg,,,https://www.wikidata.org/w/index.php?search=Jurassic%20Park,Director/creator baseline added,,,,Film
The Matrix,Film,Mark Kerins,Specific topic,sound design / surround use / editing / cinematography,1999,Science fiction; Action; Cyberpunk,sound design / surround use / editing / cinematography; Science fiction; Action; Cyberpunk,Lana Wachowski; Lilly Wachowski,,,https://www.wikidata.org/w/index.php?search=The%20Matrix,Director/creator baseline added,,,,Film
